norm,k_graph,alpha,conf_threshold,mean_macro_f1,mean_acc,mean_conf_assigned,pct_assigned
standard,10,0.1,0.6,0.1185374671704689,0.21122257086978014,0.9381737426228994,0.8388115065289065
standard,10,0.1,0.7,0.1185374671704689,0.21122257086978014,0.9609739953802571,0.7789666359352898
standard,10,0.1,0.8,0.1185374671704689,0.21122257086978014,0.9768213784844647,0.7265135400983391
standard,10,0.2,0.5,0.1197630621012974,0.2088342753981388,0.889342576454155,0.93302170687281
standard,10,0.2,0.6,0.1197630621012974,0.2088342753981388,0.9291398041660143,0.8353310241561176
standard,10,0.2,0.7,0.1197630621012974,0.2088342753981388,0.9525524197225396,0.7716970118536258
standard,10,0.2,0.8,0.1197630621012974,0.2088342753981388,0.9701753969858631,0.7117388465596507
standard,10,0.3,0.5,0.12020023288239184,0.2088342753981388,0.8809297046218872,0.9302432384871322
standard,10,0.3,0.6,0.12020023288239184,0.2088342753981388,0.9217303465533236,0.8282535160108916
standard,10,0.3,0.7,0.12020023288239184,0.2088342753981388,0.9452819191202538,0.7635668646572803
standard,10,0.3,0.8,0.12020023288239184,0.2088342753981388,0.9658356130534611,0.6926593718425792
standard,10,0.5,0.5,0.12418295863414873,0.2111962432031636,0.8664564177988417,0.9188574035051955
standard,10,0.5,0.6,0.12418295863414873,0.2111962432031636,0.9080545332027773,0.8125809196051598
standard,10,0.5,0.7,0.12418295863414873,0.2111962432031636,0.9353685688862786,0.7361780635308643
standard,10,0.5,0.8,0.12418295863414873,0.2111962432031636,0.9591403138828315,0.6552375887484119
standard,10,0.7,0.5,0.12514988439389457,0.21353188334157192,0.8527842321812645,0.9045837110407406
standard,10,0.7,0.6,0.12514988439389457,0.21353188334157192,0.8978336922851803,0.7875089355013479
standard,10,0.7,0.7,0.12514988439389457,0.21353188334157192,0.9271077193195061,0.705896425878731
standard,10,0.7,0.8,0.12514988439389457,0.21353188334157192,0.9532674514389169,0.6173815021247171
standard,15,0.1,0.5,0.15407864313933245,0.2701137999957016,0.9005343240280412,0.9509525040257248
standard,15,0.1,0.6,0.15407864313933245,0.2701137999957016,0.9303204534310422,0.8759278296673899
standard,15,0.1,0.7,0.15407864313933245,0.2701137999957016,0.9541642224884826,0.8077222304192254
standard,15,0.1,0.8,0.15407864313933245,0.2701137999957016,0.9732846376420548,0.7385863480957537
standard,15,0.2,0.5,0.15471184605525468,0.2701137999957016,0.8888675304122211,0.9456671423136744
standard,15,0.2,0.6,0.15471184605525468,0.2701137999957016,0.9210347078495212,0.8629864762595295
standard,15,0.2,0.7,0.15471184605525468,0.2701137999957016,0.9459540113104331,0.7904345612075797
standard,15,0.2,0.8,0.15471184605525468,0.2701137999957016,0.9663581026323055,0.7158795700168029
standard,15,0.3,0.5,0.15517879100316845,0.2701137999957016,0.8790677655584171,0.9398445332339468
standard,15,0.3,0.6,0.15517879100316845,0.2701137999957016,0.9130219610022642,0.8515375289095534
standard,15,0.3,0.7,0.15517879100316845,0.2701137999957016,0.9391084978198819,0.7745879602782247
standard,15,0.3,0.8,0.15517879100316845,0.2701137999957016,0.961356854387077,0.6930180557537758
standard,15,0.5,0.5,0.15589915340919833,0.2701137999957016,0.8631160283414466,0.9247900040628442
standard,15,0.5,0.6,0.15589915340919833,0.2701137999957016,0.899165798302833,0.8289587770679206
standard,15,0.5,0.7,0.15589915340919833,0.2701137999957016,0.9283352200225612,0.7415248834827214
standard,15,0.5,0.8,0.15589915340919833,0.2701137999957016,0.9548436636395478,0.6457702819633698
standard,15,0.7,0.5,0.1613175403861714,0.2749967762040878,0.8497246420956829,0.9059832393474538
standard,15,0.7,0.6,0.1613175403861714,0.2749967762040878,0.8870586203712141,0.8047893652937637
standard,15,0.7,0.7,0.1613175403861714,0.2749967762040878,0.9211150251983381,0.7038056160848347
standard,15,0.7,0.8,0.1613175403861714,0.2749967762040878,0.9494080178949722,0.6029801912035642
standard,20,0.1,0.5,0.14659726271073625,0.2779675041372047,0.8854489922888393,0.9318367405299558
standard,20,0.1,0.6,0.14659726271073625,0.2779675041372047,0.9207690091971662,0.8428417652121915
standard,20,0.1,0.7,0.14659726271073625,0.2779675041372047,0.9514235240036725,0.7576795345334494
standard,20,0.1,0.8,0.14659726271073625,0.2779675041372047,0.9718220162061743,0.6885205904260383
standard,20,0.2,0.5,0.14651495171147025,0.2779675041372047,0.8745767266883336,0.9245828883024837
standard,20,0.2,0.6,0.14651495171147025,0.2779675041372047,0.9119111607928879,0.8289713963314234
standard,20,0.2,0.7,0.14651495171147025,0.2779675041372047,0.943384302026114,0.739866782647296
standard,20,0.2,0.8,0.14651495171147025,0.2779675041372047,0.9642325652394756,0.6678159618112648
standard,20,0.3,0.5,0.14694632426048984,0.2779675041372047,0.865581465622332,0.9163859489362892
standard,20,0.3,0.6,0.14694632426048984,0.2779675041372047,0.9040265247360509,0.8167086351815439
standard,20,0.3,0.7,0.14694632426048984,0.2779675041372047,0.9365606726011042,0.7235771674953447
standard,20,0.3,0.8,0.14694632426048984,0.2779675041372047,0.9593368617835752,0.6437594218061234
standard,20,0.5,0.5,0.14713694553926587,0.27565819166541305,0.8501810216436997,0.8983709575366553
standard,20,0.5,0.6,0.14713694553926587,0.27565819166541305,0.8895497238320388,0.7943294218661204
standard,20,0.5,0.7,0.14713694553926587,0.27565819166541305,0.9248464676771988,0.6924034916922203
standard,20,0.5,0.8,0.14713694553926587,0.27565819166541305,0.9519160804781944,0.5988089708970658
standard,20,0.7,0.5,0.14223182662895661,0.2709869113885964,0.8360617982438897,0.8796325510360093
standard,20,0.7,0.6,0.14223182662895661,0.2709869113885964,0.8777462893496795,0.7680912137395106
standard,20,0.7,0.7,0.14223182662895661,0.2709869113885964,0.9160201247053696,0.6572154660244859
standard,20,0.7,0.8,0.14223182662895661,0.2709869113885964,0.9457853386785035,0.5565087583190149
standard,30,0.1,0.5,0.1478733376386278,0.28930022136731925,0.8941004780797109,0.9400163405136052
standard,30,0.1,0.6,0.1478733376386278,0.28930022136731925,0.9296515109846556,0.8514848713916718
standard,30,0.1,0.7,0.1478733376386278,0.28930022136731925,0.9547420473502104,0.7816632425074114
standard,30,0.1,0.8,0.1478733376386278,0.28930022136731925,0.9726942632473121,0.7194528536332586
standard,30,0.2,0.5,0.14873001037308106,0.28930022136731925,0.8824997500686053,0.9330631568195319
standard,30,0.2,0.6,0.14873001037308106,0.28930022136731925,0.9200497409844616,0.8380167556218251
standard,30,0.2,0.7,0.14873001037308106,0.28930022136731925,0.9452175965149071,0.7671279409493982
standard,30,0.2,0.8,0.14873001037308106,0.28930022136731925,0.9658294514363556,0.6953091621450579
standard,30,0.3,0.5,0.14891136232562677,0.28930022136731925,0.8733806382684787,0.924403390146091
standard,30,0.3,0.6,0.14891136232562677,0.28930022136731925,0.9119763743257057,0.8254110904402037
standard,30,0.3,0.7,0.14891136232562677,0.28930022136731925,0.9398050446732374,0.7458147374779687
standard,30,0.3,0.8,0.14891136232562677,0.28930022136731925,0.9616752225634194,0.6685182947417697
standard,30,0.5,0.5,0.15112221204219042,0.2916621891723441,0.8575402157308042,0.9064702823984558
standard,30,0.5,0.6,0.15112221204219042,0.2916621891723441,0.8982903879200924,0.7999279562490313
standard,30,0.5,0.7,0.15112221204219042,0.2916621891723441,0.9301723749328633,0.7084537338809368
standard,30,0.5,0.8,0.15112221204219042,0.2916621891723441,0.9559744435939453,0.6190368346822597
standard,30,0.7,0.5,0.14790370754685628,0.27971963721549997,0.8435728014390133,0.8853907909915618
standard,30,0.7,0.6,0.14790370754685628,0.27971963721549997,0.8872478168480802,0.7705115208288253
standard,30,0.7,0.7,0.14790370754685628,0.27971963721549997,0.9239375653478924,0.6673445154691767
standard,30,0.7,0.8,0.14790370754685628,0.27971963721549997,0.9515495145580527,0.5751313744328415
standard,50,0.1,0.5,0.157009346222149,0.28935395129918967,0.8843595408624939,0.9605007397240155
standard,50,0.1,0.6,0.157009346222149,0.28935395129918967,0.9242878303651051,0.857283886272079
standard,50,0.1,0.7,0.157009346222149,0.28935395129918967,0.9512561230364787,0.7814147333905904
standard,50,0.1,0.8,0.157009346222149,0.28935395129918967,0.9715037630224969,0.7112569140202419
standard,50,0.2,0.5,0.15395195819325677,0.2844709750908036,0.8727296437618608,0.9514060822906901
standard,50,0.2,0.6,0.15395195819325677,0.2844709750908036,0.9130153326285194,0.8454868807018835
standard,50,0.2,0.7,0.15395195819325677,0.2844709750908036,0.9427559607445288,0.7608760774949554
standard,50,0.2,0.8,0.15395195819325677,0.2844709750908036,0.9640142405398812,0.6866445811651736
standard,50,0.3,0.5,0.16060622952745895,0.2922193685658407,0.8637178580194188,0.9410997606056458
standard,50,0.3,0.6,0.16060622952745895,0.2922193685658407,0.9060761598540402,0.8284062862488013
standard,50,0.3,0.7,0.16060622952745895,0.2922193685658407,0.9356070193960034,0.7435980061326896
standard,50,0.3,0.8,0.16060622952745895,0.2922193685658407,0.959152257098877,0.6611318087548047
standard,50,0.5,0.5,0.16383493390340348,0.2922456962324572,0.8483295832033031,0.9198240915309578
standard,50,0.5,0.6,0.16383493390340348,0.2922456962324572,0.8932037364341805,0.7977885784408821
standard,50,0.5,0.7,0.16383493390340348,0.2922456962324572,0.9252981132694003,0.7050032567979955
standard,50,0.5,0.8,0.16383493390340348,0.2922456962324572,0.9522787444830104,0.6117659829542764
standard,50,0.7,0.5,0.16649652651247507,0.294607664037482,0.8345824395001135,0.8935887390359993
standard,50,0.7,0.6,0.16649652651247507,0.294607664037482,0.8818864476750754,0.7652987255360785
standard,50,0.7,0.7,0.16649652651247507,0.294607664037482,0.9174889947000969,0.6634825693554808
standard,50,0.7,0.8,0.16649652651247507,0.294607664037482,0.946781485889065,0.5646083805775951
robust,10,0.1,0.5,0.15729848736736773,0.2843130090911045,0.9108034614193534,0.9301067493428099
robust,10,0.1,0.6,0.15729848736736773,0.2843130090911045,0.9395769274540052,0.8618055767063785
robust,10,0.1,0.7,0.15729848736736773,0.2843130090911045,0.9603347675236639,0.8045304707088282
robust,10,0.1,0.8,0.15729848736736773,0.2843130090911045,0.9757175265386664,0.7509616644545147
robust,10,0.2,0.5,0.15378052181892807,0.2796417288142879,0.8997738289112953,0.9431149016082383
robust,10,0.2,0.6,0.15378052181892807,0.2796417288142879,0.9293039138349829,0.8696883712748935
robust,10,0.2,0.7,0.15378052181892807,0.2796417288142879,0.950803456509545,0.8077786002777086
robust,10,0.2,0.8,0.15378052181892807,0.2796417288142879,0.9688120774665845,0.7421896940543787
robust,10,0.3,0.5,0.15097866513396366,0.27255582539921336,0.8898683732497611,0.9418399401885674
robust,10,0.3,0.6,0.15097866513396366,0.27255582539921336,0.918658355601243,0.8684747069088442
robust,10,0.3,0.7,0.15097866513396366,0.27255582539921336,0.9443102516569509,0.7926865572107626
robust,10,0.3,0.8,0.15097866513396366,0.27255582539921336,0.9638024499746655,0.7208287599683786
robust,10,0.5,0.5,0.14760288910184363,0.2702201852608051,0.8723040872096458,0.9315666380820331
robust,10,0.5,0.6,0.14760288910184363,0.2702201852608051,0.9039087133216919,0.848688310318792
robust,10,0.5,0.7,0.14760288910184363,0.2702201852608051,0.932389995280608,0.7632174232708787
robust,10,0.5,0.8,0.14760288910184363,0.2702201852608051,0.9561664916791601,0.6764561833951914
robust,10,0.7,0.5,0.14650485763183985,0.27024651292742163,0.8581368135230137,0.9130755417239639
robust,10,0.7,0.6,0.14650485763183985,0.27024651292742163,0.8918845713518317,0.8234134979876847
robust,10,0.7,0.7,0.14650485763183985,0.27024651292742163,0.9239008576263362,0.726590256794397
robust,10,0.7,0.8,0.14650485763183985,0.27024651292742163,0.95066532087497,0.6295938680782646
robust,15,0.1,0.5,0.16431921257597362,0.3019600679146339,0.8798254672221083,0.9420282011779179
robust,15,0.1,0.6,0.16431921257597362,0.3019600679146339,0.919441550533194,0.8422756733481161
robust,15,0.1,0.7,0.16431921257597362,0.3019600679146339,0.9487792971986856,0.759880522842525
robust,15,0.1,0.8,0.16431921257597362,0.3019600679146339,0.9698788019076744,0.6874142438851699
robust,15,0.2,0.5,0.16306560132755268,0.3019600679146339,0.8678635422071262,0.9341517229288733
robust,15,0.2,0.6,0.16306560132755268,0.3019600679146339,0.9085620615258252,0.8291118127717921
robust,15,0.2,0.7,0.16306560132755268,0.3019600679146339,0.9402836253839778,0.7385450311008835
robust,15,0.2,0.8,0.16306560132755268,0.3019600679146339,0.9622609704357793,0.6624470476060009
robust,15,0.3,0.5,0.1647393923150692,0.3043220357196587,0.8573562684955144,0.9267790603839168
robust,15,0.3,0.6,0.1647393923150692,0.3043220357196587,0.9006734781649625,0.8129524497731982
robust,15,0.3,0.7,0.1647393923150692,0.3043220357196587,0.9328568321172336,0.7209402601470454
robust,15,0.3,0.8,0.1647393923150692,0.3043220357196587,0.9564228722078617,0.638897909965072
robust,15,0.5,0.5,0.16006294305726168,0.29707709170624774,0.8393163537013791,0.9072273136711416
robust,15,0.5,0.6,0.16006294305726168,0.29707709170624774,0.886358779007248,0.7815358650031455
robust,15,0.5,0.7,0.16006294305726168,0.29707709170624774,0.920853656902834,0.6824259927184687
robust,15,0.5,0.8,0.16006294305726168,0.29707709170624774,0.9482757783058456,0.5876250755026562
robust,15,0.7,0.5,0.1573710314094373,0.2876555481527649,0.8242936728951538,0.8822818799345219
robust,15,0.7,0.6,0.1573710314094373,0.2876555481527649,0.8725866729173518,0.7512346702236039
robust,15,0.7,0.7,0.1573710314094373,0.2876555481527649,0.9106526283946147,0.6424278026399102
robust,15,0.7,0.8,0.1573710314094373,0.2876555481527649,0.9415887408210836,0.5379531791941871
robust,20,0.1,0.5,0.1593820500396167,0.31429860946936317,0.8753040422421462,0.9268531078776073
robust,20,0.1,0.6,0.1593820500396167,0.31429860946936317,0.9140021998513705,0.8289790098251704
robust,20,0.1,0.7,0.1593820500396167,0.31429860946936317,0.9477074621281374,0.7371955599080727
robust,20,0.1,0.8,0.1593820500396167,0.31429860946936317,0.9676462208264217,0.6708245288747973
robust,20,0.2,0.5,0.16182549871150334,0.316660577274388,0.8619100292788494,0.9197694022597558
robust,20,0.2,0.6,0.16182549871150334,0.316660577274388,0.9016060332631759,0.8170220918980653
robust,20,0.2,0.7,0.16182549871150334,0.316660577274388,0.9368284917068482,0.7188508489862014
robust,20,0.2,0.8,0.16182549871150334,0.316660577274388,0.9594761798609696,0.6420079561347204
robust,20,0.3,0.5,0.16162847697768656,0.316660577274388,0.8510068005429483,0.9100006673866811
robust,20,0.3,0.6,0.16162847697768656,0.316660577274388,0.8920291198727264,0.8016545022152277
robust,20,0.3,0.7,0.16162847697768656,0.316660577274388,0.9280555915062217,0.7001215652637037
robust,20,0.3,0.8,0.16162847697768656,0.316660577274388,0.9534837193200701,0.6137355071235311
robust,20,0.5,0.5,0.16389056589629897,0.31668690494100454,0.8314038048484429,0.8891807424737603
robust,20,0.5,0.6,0.16389056589629897,0.31668690494100454,0.8760895611938441,0.7684753667459416
robust,20,0.5,0.7,0.16389056589629897,0.31668690494100454,0.9159720068516938,0.6556176015947834
robust,20,0.5,0.8,0.16389056589629897,0.31668690494100454,0.9439935863031378,0.5620394003658394
robust,20,0.7,0.5,0.1529158664123598,0.29251004749725973,0.8151786144860615,0.8623574222214213
robust,20,0.7,0.6,0.1529158664123598,0.29251004749725973,0.8632191011884475,0.7306263919398007
robust,20,0.7,0.7,0.1529158664123598,0.29251004749725973,0.9055076935291956,0.612181504086072
robust,20,0.7,0.8,0.1529158664123598,0.29251004749725973,0.938437039582067,0.5055554174675357
robust,30,0.1,0.5,0.1470828358404172,0.29195501730103796,0.8873989034700916,0.9309840928000933
robust,30,0.1,0.6,0.1470828358404172,0.29195501730103796,0.9241332406355006,0.840309160962669
robust,30,0.1,0.7,0.1470828358404172,0.29195501730103796,0.9528173084314074,0.7604854767249791
robust,30,0.1,0.8,0.1470828358404172,0.29195501730103796,0.9715165290159504,0.6959678276758057
robust,30,0.2,0.5,0.14697176592225386,0.29195501730103796,0.8755131419199752,0.9249897475980364
robust,30,0.2,0.6,0.14697176592225386,0.29195501730103796,0.9131574408497366,0.8297695076591783
robust,30,0.2,0.7,0.14697176592225386,0.29195501730103796,0.9431370179824595,0.7453571668636912
robust,30,0.2,0.8,0.14697176592225386,0.29195501730103796,0.9640824092355293,0.6717743644569071
robust,30,0.3,0.5,0.1486484714628579,0.29431698510606286,0.8654976261821773,0.9149908571650179
robust,30,0.3,0.6,0.1486484714628579,0.29431698510606286,0.9050235094425965,0.8132944051459345
robust,30,0.3,0.7,0.1486484714628579,0.29431698510606286,0.9359496591779367,0.7258599134841139
robust,30,0.3,0.8,0.1486484714628579,0.29431698510606286,0.9594917058839373,0.6432856769072092
robust,30,0.5,0.5,0.14779184568493722,0.2896720324958628,0.84808267936184,0.8933105954207857
robust,30,0.5,0.6,0.14779184568493722,0.2896720324958628,0.8933733042982759,0.7753410121149756
robust,30,0.5,0.7,0.14779184568493722,0.2896720324958628,0.9267409096056661,0.6820397689024386
robust,30,0.5,0.8,0.14779184568493722,0.2896720324958628,0.9528108219014598,0.5933049886026295
robust,30,0.7,0.5,0.14192417130284532,0.28027681660899656,0.8348796578836423,0.8639615900572167
robust,30,0.7,0.6,0.14192417130284532,0.28027681660899656,0.883824462186748,0.7381624856032052
robust,30,0.7,0.7,0.14192417130284532,0.28027681660899656,0.9186551602222068,0.6429038967520816
robust,30,0.7,0.8,0.14192417130284532,0.28027681660899656,0.948501909947706,0.5448112838804933
robust,50,0.1,0.5,0.16854770139566116,0.3071337230544392,0.8884172207664692,0.8996672888932977
robust,50,0.1,0.6,0.16854770139566116,0.3071337230544392,0.9224003174225621,0.8178335083574545
robust,50,0.1,0.7,0.16854770139566116,0.3071337230544392,0.9502277822772256,0.743559238471945
robust,50,0.1,0.8,0.16854770139566116,0.3071337230544392,0.9689128002299653,0.6801653726464155
robust,50,0.2,0.5,0.17056040577378168,0.3071600507210556,0.8739431010369243,0.8953776006805222
robust,50,0.2,0.6,0.17056040577378168,0.3071600507210556,0.9095307905674931,0.8080607337373796
robust,50,0.2,0.7,0.17056040577378168,0.3071600507210556,0.938231849907766,0.7282648232314947
robust,50,0.2,0.8,0.17056040577378168,0.3071600507210556,0.9601223788582196,0.651139851297577
robust,50,0.3,0.5,0.16972161437486918,0.3071600507210556,0.8650569062276894,0.9049710868953879
robust,50,0.3,0.6,0.16972161437486918,0.3071600507210556,0.900678885942975,0.8136080990940844
robust,50,0.3,0.7,0.16972161437486918,0.3071600507210556,0.9305072865785854,0.7273412853408314
robust,50,0.3,0.8,0.16972161437486918,0.3071600507210556,0.9566547012059908,0.6340762172644089
robust,50,0.5,0.5,0.16988454064506187,0.30248877044423905,0.8405033398156081,0.9123970712797428
robust,50,0.5,0.6,0.16988454064506187,0.30248877044423905,0.8772758180385288,0.8106604043775448
robust,50,0.5,0.7,0.16988454064506187,0.30248877044423905,0.9211189179229159,0.6783026218733853
robust,50,0.5,0.8,0.16988454064506187,0.30248877044423905,0.9509911412182985,0.5773445847792363
robust,50,0.7,0.5,0.16869927346468255,0.2978701455006555,0.8233156204527946,0.8803386141329268
robust,50,0.7,0.6,0.16869927346468255,0.2978701455006555,0.866840738687969,0.7599682163956
robust,50,0.7,0.7,0.16869927346468255,0.2978701455006555,0.9141835420441232,0.6288000796433683
robust,50,0.7,0.8,0.16869927346468255,0.2978701455006555,0.9462549469880172,0.526931954488108
